"Customer ID","Customer Name",total_sales,customer_rank
NP-18685,"Nora Pelletier",1228.698,573
PJ-18835,"Patrick Jones",1220.0900000000001,574
EH-14005,"Erica Hernandez",1219.5299999999997,575
JL-15130,"Jack Lebron",1214.9560000000001,576
MD-17860,"Michael Dominguez",1204.9099999999999,577
DW-13585,"Dorothy Wardle",1204.854,578
DO-13435,"Denny Ordway",1197.3115000000003,579
SJ-20500,"Shirley Jackson",1190.3759999999997,580
EB-14170,"Evan Bailliet",1186.326,581
JS-15595,"Jill Stevenson",1181.734,582
BP-11230,"Benjamin Patterson",1181.4900000000002,583
DC-13285,"Debra Catini",1174.618,584
AT-10435,"Alyssa Tate",1171.8139999999999,585
JR-15670,"Jim Radford",1156.658,586
DB-13660,"Duane Benoit",1155.2019999999998,587
CG-12520,"Claire Gute",1148.7800000000002,588
KC-16675,"Kimberly Carter",1146.0500000000002,589
RD-19810,"Ross DeVincentis",1137.6159999999998,590
CW-11905,"Carl Weiss",1136.592,591
JS-15685,"Jim Sink",1131.0639999999999,592
DV-13045,"Darrin Van Huff",1119.4830000000002,593
AB-10165,"Alan Barnes",1113.838,594
CD-12280,"Christina DeMoss",1104.184,595
TC-21475,"Tony Chapman",1103.0159999999998,596
CL-11890,"Carl Ludwig",1098.43,597
TM-21490,"Tony Molinari",1094.6779999999999,598
JO-15550,"Jesus Ocampo",1088.358,599
JF-15490,"Jeremy Farry",1082.918,600
DB-13360,"Dennis Bolton",1081.466,601
DW-13195,"David Wiener",1080.751,602
CS-12490,"Cindy Schnelling",1070.3885,603
PC-19000,"Pauline Chand",1061.488,604
DP-13165,"David Philippe",1058.616,605
PO-19195,"Phillina Ober",1056.8580000000002,606
AA-10375,"Allen Armold",1056.39,607
VS-21820,"Vivek Sundaresam",1055.9809999999998,608
AR-10345,"Alex Russell",1055.694,609
DH-13675,"Duane Huffman",1043.096,610
SM-20905,"Susan MacKendrick",1043.0410000000002,611
EM-14095,"Eudokia Martin",1041.042,612
TC-21145,"Theresa Coyne",1038.26,613
DP-13000,"Darren Powers",1034.188,614
MK-18160,"Mike Kennedy",1031.6019999999999,615
TH-21235,"Tiffany House",1022.2010000000001,616
SW-20350,"Sean Wendt",1019.0439999999998,617
RB-19330,"Randy Bradley",1008.1959999999999,618
LS-17245,"Lynn Smith",1008.1359999999999,619
BG-11740,"Bruce Geld",1006.356,620
LS-17200,"Luke Schmidt",998.032,621
VP-21730,"Victor Preis",993.9019999999999,622
GA-14725,"Guy Armstrong",975.566,623
KB-16600,"Ken Brennan",974.214,624
DO-13645,"Doug O'Connell",972.26,625
TS-21340,"Toby Swindell",971.7339999999999,626
RD-19930,"Russell D'Ascenzo",970.9420000000001,627
AB-10150,"Aimee Bixby",966.7099999999998,628
RC-19825,"Roy Collins",966.4089999999999,629
BP-11050,"Barry Pond",961.1799999999998,630
JH-15910,"Jonathan Howell",959.4770000000002,631
JF-15295,"Jason Fortune-",955.124,632
RP-19270,"Rachel Payne",954.6451999999999,633
BS-11800,"Bryan Spruell",949.43,634
EB-13930,"Eric Barreto",944.6000000000001,635
MF-17665,"Maureen Fritzler",937.039,636
EM-13960,"Eric Murdock",933.704,637
MC-17575,"Matt Collins",925.5649999999999,638
SW-20245,"Scot Wooten",925.1980000000001,639
MO-17500,"Mary O'Rourke",922.487,640
RF-19840,"Roy Französisch",915.662,641
EH-14185,"Evan Henry",910.186,642
KB-16405,"Katrina Bavinger",908.8209999999999,643
SC-20575,"Sonia Cooley",902.7280000000001,644
JB-15925,"Joni Blumstein",900.552,645
AB-10255,"Alejandro Ballentine",898.084,646
AC-10420,"Alyssa Crouse",891.56,647
HZ-14950,"Henia Zydlo",886.5199999999999,648
AB-10015,"Aaron Bergman",886.156,649
CS-12130,"Chad Sievert",884.64,650
HE-14800,"Harold Engle",883.5320000000002,651
SK-19990,"Sally Knutson",883.409,652
SS-20875,"Sung Shariari",883.22,653
JM-15655,"Jim Mitchum",864.9470000000001,654
JR-15700,"Jocasta Rupert",863.88,655
AF-10885,"Art Foster",861.5649999999999,656
JC-15385,"Jenna Caffey",859.648,657
JC-16105,"Julie Creighton",858.576,658
MS-17980,"Michael Stewart",855.1160000000001,659
RC-19960,"Ryan Crowe",850.192,660
CG-12040,"Catherine Glotzbach",847.6519999999999,661
CS-12175,"Charles Sheldon",844.4580000000001,662
AS-10630,"Ann Steele",833.398,663
TB-21355,"Todd Boyes",822.136,664
VF-21715,"Vicky Freymann",819.784,665
TB-21190,"Thomas Brumley",816.174,666
RE-19450,"Richard Eichhorn",815.152,667
AM-10360,"Alice McCarthy",814.0120000000001,668
BM-11575,"Brendan Murry",808.1619999999999,669
DK-13150,"David Kendrick",797.832,670
MC-17635,"Matthew Clasen",795.1540000000001,671
BF-11275,"Beth Fritzler",791.9899999999999,672
HG-14845,"Harry Greene",785.628,673
EH-13990,"Erica Hackney",780.27,674
MG-17890,"Michael Granlund",776.384,675
MM-18280,"Muhammed MacIntyre",775.4140000000001,676
SF-20065,"Sandra Flanagan",763.5459999999998,677
SW-20755,"Steven Ward",758.696,678
LP-17080,"Liz Pelletier",756.606,679
Dl-13600,"Dorris liebe",755.602,680
IG-15085,"Ivan Gibson",744.574,681
RH-19555,"Ritsa Hightower",740.382,682
AH-10585,"Angele Hood",738.504,683
HM-14980,"Henry MacAllister",736.276,684
BB-10990,"Barry Blumstein",735.52,685
PH-18790,"Patricia Hirasaki",729.648,686
PA-19060,"Pete Armstrong",729.408,687
JJ-15445,"Jennifer Jackson",709.1780000000001,688
JD-16060,"Julia Dunbar",695.4420000000001,689
VG-21790,"Vivek Gonzalez",694.2900000000001,690
TC-21535,"Tracy Collins",692.518,691
PB-19105,"Peter Bühler",688.324,692
EH-13945,"Eric Hoffmann",684.171,693
ML-18040,"Michelle Lonsdale",681.242,694
PB-18805,"Patrick Bzostek",668.7560000000001,695
AG-10330,"Alex Grayson",660.972,696
BK-11260,"Berenike Kampe",659.138,697
BD-11770,"Bryan Davis",658.466,698
AC-10660,"Anna Chung",657.316,699
AW-10840,"Anthony Witt",649.376,700
TR-21325,"Toby Ritter",645.072,701
LO-17170,"Lori Olson",644.35,702
JB-16000,"Joy Bell-",644.1188,703
MR-17545,"Mathew Reese",639.178,704
AJ-10960,"Astrea Jones",629.2479999999999,705
RR-19315,"Ralph Ritter",615.932,706
CD-11980,"Carol Darley",614.982,707
SS-20515,"Shirley Schmidt",613.4000000000001,708
BT-11440,"Bobby Trafton",603.876,709
BF-10975,"Barbara Fisher",585.8080000000001,710
DL-13330,"Denise Leinenbach",585.02,711
BD-11635,"Brian Derr",582.646,712
AS-10240,"Alan Shonely",574.24,713
NK-18490,"Neil Knudson",572.048,714
CM-11935,"Carlos Meador",565.392,715
CS-12460,"Chuck Sachs",550.6440000000001,716
CS-11860,"Cari Schnelling",537.6320000000001,717
JH-15820,"John Huston",528.9100000000001,718
AY-10555,"Andy Yotov",497.01400000000007,719
RB-19570,"Rob Beeghly",476.802,720
CR-12625,"Corey Roper",475.9,721
MS-17530,"MaryBeth Skach",475.65599999999995,722
JS-15940,"Joni Sundaresam",469.169,723
EC-14050,"Erin Creighton",461.914,724
KM-16660,"Khloe Miller",453.538,725
TT-21265,"Tim Taslimi",439.5,726
ST-20530,"Shui Tom",433.34,727
VG-21805,"Vivek Grady",427.372,728
MZ-17335,"Maria Zettner",424.038,729
SS-20590,"Sonia Sunley",418.49,730
BT-11485,"Brad Thomas",415.19599999999997,731
JD-16015,"Joy Daniels",385.43,732
JK-15325,"Jason Klamczynski",383.812,733
VM-21835,"Vivian Mathis",380.69,734
NF-18475,"Neil Französisch",377.16200000000003,735
MS-17830,"Melanie Seite",370.348,736
LS-17230,"Lycoris Saunders",368.88,737
EM-14200,"Evan Minnotte",366.822,738
MH-17440,"Mark Haberlin",358.146,739
HJ-14875,"Heather Jas",358.1,740
AG-10300,"Aleksandra Gannaway",349.26,741
DW-13540,"Don Weiss",344.08000000000004,742
BD-11560,"Brendan Dodson",320.53999999999996,743
LH-17020,"Lisa Hazard",318.239,744
JM-15580,"Jill Matthias",303.948,745
CM-12445,"Chuck Magee",287.98999999999995,746
LH-16750,"Larry Hughes",287.426,747
SC-20845,"Sung Chung",280.632,748
SC-20800,"Stuart Calhoun",279.256,749
JH-15430,"Jennifer Halladay",276.385,750
NB-18580,"Nicole Brennan",273.87199999999996,751
BF-11080,"Bart Folk",272.95,752
DD-13570,"Dorothy Dickinson",269.54200000000003,753
BN-11470,"Brad Norvell",265.296,754
AR-10510,"Andrew Roberts",264.86400000000003,755
LT-16765,"Larry Tron",255.524,756
HD-14785,"Harold Dahlen",251.36,757
PL-18925,"Paul Lucas",239.48100000000002,758
KW-16570,"Kelly Williams",236.156,759
SM-20005,"Sally Matthias",233.134,760
EM-14065,"Erin Mull",228.99,761
GT-14755,"Guy Thornton",226.43599999999998,762
GP-14740,"Guy Phonely",221.79999999999998,763
RB-19645,"Robert Barroso",221.08399999999997,764
AG-10390,"Allen Goldenen",200.945,765
JJ-15760,"Joel Jenkins",195,766
HH-15010,"Hilary Holden",188.108,767
ML-18265,"Muhammed Lee",162.232,768
AO-10810,"Anthony O'Donnell",161.28,769
MO-17950,"Michael Oakman",154.288,770
PT-19090,"Pete Takahito",153.9,771
GH-14665,"Greg Hansen",146.94080000000002,772
AG-10765,"Anthony Garverick",137.296,773
PB-19210,"Phillip Breyer",132.738,774
BO-11425,"Bobby Odegard",130.83,775
EL-13735,"Ed Ludwig",124.28,776
DA-13450,"Dianna Arnett",123.86399999999999,777
CC-12550,"Clay Cheatham",113.832,778
RM-19750,"Roland Murray",98.35,779
KS-16300,"Karen Seio",88.47200000000001,780
AR-10570,"Anemone Ratner",88.15,781
FW-14395,"Fred Wasserman",79.75,782
JC-15340,"Jasper Cacioppo",67.335,783
BW-11065,"Barry Weirich",60.772,784
AS-10135,"Adrian Shami",58.82,785
LB-16735,"Larry Blacks",50.188,786
RE-19405,"Ricardo Emerson",48.36,787
SG-20890,"Susan Gilcrest",41.072,788
RS-19870,"Roy Skaria",22.328,789
CJ-11875,"Carl Jackson",16.52,790
MG-18205,"Mitch Gastineau",12.32,791
LD-16855,"Lela Donovan",5.304,792
TS-21085,"Thais Sissman",4.833,793
